,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,9524,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19060981.0,19060981.0,,1,,,2022-06-07T18:37:00.000Z,30192.137804875372,30931538178.986877,0.4826,0.95849753,-3.58675687,-5.63033292,-12.44338592,-29.36323052,-28.23992907,575491765048.1112,46.6076,634034893902.38,2022-06-07T18:37:00.000Z,,,,,,2022-06-07 19:37:47.534115
1,1027,Ethereum,ETH,ethereum,5742,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121085951.4365,121085951.4365,,2,,,2022-06-07T18:36:00.000Z,1803.5009513107352,19159260716.42567,18.599,1.27978517,-2.94011768,-7.97438355,-29.21684244,-44.29568874,-33.74859951,218378628606.09323,17.6859,218378628606.09,2022-06-07T18:36:00.000Z,,,,,,2022-06-07 19:37:47.534115
2,825,Tether,USDT,tether,34391,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72420549552.79755,79713622660.21223,,3,,,2022-06-07T18:37:00.000Z,0.9992912632356518,52168559550.87185,4.4882,0.00310611,-0.00521747,-0.00526054,-0.05075495,-0.10008652,-0.10503963,72369222446.83517,5.8361,79657126685.21,2022-06-07T18:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-07 19:37:47.534115
3,3408,USD Coin,USDC,usd-coin,4309,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53761044080.00775,53761044080.00775,,4,,,2022-06-07T18:36:00.000Z,1.0003598843515251,4896284032.658842,7.1118,0.02086696,0.01821145,0.0170805,-0.00603313,0.06693088,0.06923247,53780391838.4938,4.3624,53780391838.49,2022-06-07T18:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-07 19:37:47.534115
4,1839,BNB,BNB,bnb,941,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,2022-06-07T18:36:00.000Z,286.63692591625284,1716483649.5265439,44.0114,0.97771046,-4.90035685,-10.88396379,-19.77233973,-32.62896299,-27.27536607,46801210080.849205,3.7741,47328560503.65,2022-06-07T18:36:00.000Z,,,,,,2022-06-07 19:37:47.534115
5,2010,Cardano,ADA,cardano,453,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33739028515.755,34277702081.605,,6,,,2022-06-07T18:36:00.000Z,0.6219325682281669,1300006826.2804372,-0.7539,1.06950155,4.09587872,1.77289669,-16.87243264,-41.03508226,-26.34478024,20983400654.326866,1.7021,27986965570.27,2022-06-07T18:36:00.000Z,1839.0,BNB,BNB,bnb,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,2022-06-07 19:37:47.534115
6,52,XRP,XRP,xrp,734,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,7,,,2022-06-07T18:37:00.000Z,0.40086675008041067,1311118475.380075,11.6672,1.28069534,0.86781062,-3.87219131,-29.98606295,-47.09769445,-47.44495768,19379141865.6498,1.5628,40086675008.04,2022-06-07T18:37:00.000Z,1839.0,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,2022-06-07 19:37:47.534115
7,4687,Binance USD,BUSD,binance-usd,3812,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,18158120131.439255,18158120131.439255,,8,,,2022-06-07T18:37:00.000Z,0.9994693243061432,5129043550.781754,13.9487,-0.15184597,-0.01628899,0.02948392,-0.16336163,-0.12603956,0.04704193,18148484058.43937,1.4698,18148484058.44,2022-06-07T18:37:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-07 19:37:47.534115
8,5426,Solana,SOL,solana,326,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,340434806.83570826,511616946.142289,,9,,,2022-06-07T18:36:00.000Z,39.76560060818483,1784109145.9771466,-3.7864,1.72228886,-5.02719326,-13.72807074,-47.58904761,-64.97721782,-54.45039967,13537594561.753326,1.0981,20344755144.67,2022-06-07T18:36:00.000Z,,,,,,2022-06-07 19:37:47.534115
9,74,Dogecoin,DOGE,dogecoin,482,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,2022-06-07T18:37:00.000Z,0.08047613171312681,433108993.28486997,-11.8979,0.56427267,-1.9959401,-6.8335648,-35.79765682,-44.43894445,-33.9128099,10676829902.27948,0.8647,10676829902.28,2022-06-07T18:37:00.000Z,,,,,,2022-06-07 19:37:47.534115
10,6636,Polkadot,DOT,polkadot-new,350,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,11,904869778.0,8357254959.870793,2022-06-07T18:37:00.000Z,9.235864831669506,386657509.67776144,-3.9622,1.27456554,-2.81516207,-10.84084434,-31.09603452,-53.49075629,-47.94554792,9121149063.496405,0.7387,10189961730.0,2022-06-07T18:37:00.000Z,2502.0,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,2022-06-07 19:37:47.534115
11,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,445,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,273401.60490986,273401.60490986,,12,,,2022-06-07T18:36:00.000Z,30144.404807624498,291698924.8792604,1.8433,0.85799465,-3.60646526,-5.79397778,-12.14618581,-29.53060651,-28.30185218,8241528653.457038,0.6675,8241528653.46,2022-06-07T18:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2022-06-07 19:37:47.534115
12,1958,TRON,TRX,tron,615,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92796456495.2187,92796456747.89346,,13,71659659264.0,5851944210.322146,2022-06-07T18:36:00.000Z,0.08166302031611829,812289353.0321126,5.5023,0.34685156,-0.63859885,1.03636343,-5.51258812,28.81190964,34.15394548,7578038912.032832,0.6111,7578038932.67,2022-06-07T18:36:00.000Z,,,,,,2022-06-07 19:37:47.534115
13,5805,Avalanche,AVAX,avalanche,265,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,280921675.11267924,404229626.49901325,,14,,,2022-06-07T18:36:00.000Z,24.687307626863443,788145458.3735685,2.0543,1.80296356,-3.85615156,-7.08093064,-52.65116199,-71.42907677,-68.16718258,6935199812.560501,0.5593,17774861491.34,2022-06-07T18:36:00.000Z,1839.0,BNB,BNB,bnb,0x1ce0c2827e2ef14d5c4f29a091d735a204794041,2022-06-07 19:37:47.534115
14,4943,Dai,DAI,multi-collateral-dai,990,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6888810728.673691,6888810728.673691,,15,,,2022-06-07T18:37:00.000Z,1.0008607357876411,317401106.8025961,30.6638,0.05347478,0.08712,0.09593991,0.0843265,0.15249174,0.09437275,6894740174.602146,0.5584,6894740174.6,2022-06-07T18:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-06-07 19:37:47.534115
0,1,Bitcoin,BTC,bitcoin,9524,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19060981.0,19060981.0,,1,,,2022-06-07T18:37:00.000Z,30192.137804875372,30931538178.986877,0.4826,0.95849753,-3.58675687,-5.63033292,-12.44338592,-29.36323052,-28.23992907,575491765048.1112,46.6076,634034893902.38,2022-06-07T18:37:00.000Z,,,,,,2022-06-07 19:38:17.757016
1,1027,Ethereum,ETH,ethereum,5742,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121085951.4365,121085951.4365,,2,,,2022-06-07T18:36:00.000Z,1803.5009513107352,19159260716.42567,18.599,1.27978517,-2.94011768,-7.97438355,-29.21684244,-44.29568874,-33.74859951,218378628606.09323,17.6859,218378628606.09,2022-06-07T18:36:00.000Z,,,,,,2022-06-07 19:38:17.757016
2,825,Tether,USDT,tether,34391,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72420549552.79755,79713622660.21223,,3,,,2022-06-07T18:37:00.000Z,0.9992912632356518,52168559550.87185,4.4882,0.00310611,-0.00521747,-0.00526054,-0.05075495,-0.10008652,-0.10503963,72369222446.83517,5.8361,79657126685.21,2022-06-07T18:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-07 19:38:17.757016
3,3408,USD Coin,USDC,usd-coin,4309,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53761044080.00775,53761044080.00775,,4,,,2022-06-07T18:36:00.000Z,1.0003598843515251,4896284032.658842,7.1118,0.02086696,0.01821145,0.0170805,-0.00603313,0.06693088,0.06923247,53780391838.4938,4.3624,53780391838.49,2022-06-07T18:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-07 19:38:17.757016
4,1839,BNB,BNB,bnb,941,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,2022-06-07T18:36:00.000Z,286.63692591625284,1716483649.5265439,44.0114,0.97771046,-4.90035685,-10.88396379,-19.77233973,-32.62896299,-27.27536607,46801210080.849205,3.7741,47328560503.65,2022-06-07T18:36:00.000Z,,,,,,2022-06-07 19:38:17.757016
5,2010,Cardano,ADA,cardano,453,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33739028515.755,34277702081.605,,6,,,2022-06-07T18:36:00.000Z,0.6219325682281669,1300006826.2804372,-0.7539,1.06950155,4.09587872,1.77289669,-16.87243264,-41.03508226,-26.34478024,20983400654.326866,1.7021,27986965570.27,2022-06-07T18:36:00.000Z,1839.0,BNB,BNB,bnb,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,2022-06-07 19:38:17.757016
6,52,XRP,XRP,xrp,734,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,7,,,2022-06-07T18:37:00.000Z,0.40086675008041067,1311118475.380075,11.6672,1.28069534,0.86781062,-3.87219131,-29.98606295,-47.09769445,-47.44495768,19379141865.6498,1.5628,40086675008.04,2022-06-07T18:37:00.000Z,1839.0,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,2022-06-07 19:38:17.757016
7,4687,Binance USD,BUSD,binance-usd,3812,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,18158120131.439255,18158120131.439255,,8,,,2022-06-07T18:37:00.000Z,0.9994693243061432,5129043550.781754,13.9487,-0.15184597,-0.01628899,0.02948392,-0.16336163,-0.12603956,0.04704193,18148484058.43937,1.4698,18148484058.44,2022-06-07T18:37:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-06-07 19:38:17.757016
8,5426,Solana,SOL,solana,326,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,340434806.83570826,511616946.142289,,9,,,2022-06-07T18:36:00.000Z,39.76560060818483,1784109145.9771466,-3.7864,1.72228886,-5.02719326,-13.72807074,-47.58904761,-64.97721782,-54.45039967,13537594561.753326,1.0981,20344755144.67,2022-06-07T18:36:00.000Z,,,,,,2022-06-07 19:38:17.757016
9,74,Dogecoin,DOGE,dogecoin,482,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,2022-06-07T18:37:00.000Z,0.08047613171312681,433108993.28486997,-11.8979,0.56427267,-1.9959401,-6.8335648,-35.79765682,-44.43894445,-33.9128099,10676829902.27948,0.8647,10676829902.28,2022-06-07T18:37:00.000Z,,,,,,2022-06-07 19:38:17.757016
10,6636,Polkadot,DOT,polkadot-new,350,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,987579314.957085,1103303471.382273,,11,904869778.0,8357254959.870793,2022-06-07T18:37:00.000Z,9.235864831669506,386657509.67776144,-3.9622,1.27456554,-2.81516207,-10.84084434,-31.09603452,-53.49075629,-47.94554792,9121149063.496405,0.7387,10189961730.0,2022-06-07T18:37:00.000Z,2502.0,Huobi Token,HT,huobi-token,0xa2c49cee16a5e5bdefde931107dc1fae9f7773e3,2022-06-07 19:38:17.757016
11,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,445,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,273401.60490986,273401.60490986,,12,,,2022-06-07T18:36:00.000Z,30144.404807624498,291698924.8792604,1.8433,0.85799465,-3.60646526,-5.79397778,-12.14618581,-29.53060651,-28.30185218,8241528653.457038,0.6675,8241528653.46,2022-06-07T18:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2022-06-07 19:38:17.757016
12,1958,TRON,TRX,tron,615,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92796456495.2187,92796456747.89346,,13,71659659264.0,5851944210.322146,2022-06-07T18:36:00.000Z,0.08166302031611829,812289353.0321126,5.5023,0.34685156,-0.63859885,1.03636343,-5.51258812,28.81190964,34.15394548,7578038912.032832,0.6111,7578038932.67,2022-06-07T18:36:00.000Z,,,,,,2022-06-07 19:38:17.757016
13,5805,Avalanche,AVAX,avalanche,265,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,280921675.11267924,404229626.49901325,,14,,,2022-06-07T18:36:00.000Z,24.687307626863443,788145458.3735685,2.0543,1.80296356,-3.85615156,-7.08093064,-52.65116199,-71.42907677,-68.16718258,6935199812.560501,0.5593,17774861491.34,2022-06-07T18:36:00.000Z,1839.0,BNB,BNB,bnb,0x1ce0c2827e2ef14d5c4f29a091d735a204794041,2022-06-07 19:38:17.757016
14,4943,Dai,DAI,multi-collateral-dai,990,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6888810728.673691,6888810728.673691,,15,,,2022-06-07T18:37:00.000Z,1.0008607357876411,317401106.8025961,30.6638,0.05347478,0.08712,0.09593991,0.0843265,0.15249174,0.09437275,6894740174.602146,0.5584,6894740174.6,2022-06-07T18:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-06-07 19:38:17.757016
0,1,Bitcoin,BTC,bitcoin,9524,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19060981.0,19060981.0,,1,,,2022-06-07T18:38:00.000Z,30187.698937896017,30933130901.257954,0.4867,0.94853065,-3.59539284,-5.64112794,-12.46368967,-29.34107955,-28.24205753,575407155888.9562,46.6008,633941677695.82,2022-06-07T18:38:00.000Z,,,,,,2022-06-07 19:38:48.029184
1,1027,Ethereum,ETH,ethereum,5742,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121085951.4365,121085951.4365,,2,,,2022-06-07T18:37:00.000Z,1804.2152181414149,19203953810.336067,18.8279,1.35872951,-2.92893431,-7.86542492,-29.50787948,-44.27742601,-33.69978456,218465116284.8656,17.6929,218465116284.87,2022-06-07T18:37:00.000Z,,,,,,2022-06-07 19:38:48.029184
2,825,Tether,USDT,tether,34391,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,72420549552.79755,79713622660.21223,,3,,,2022-06-07T18:38:00.000Z,0.9992935063810233,52175215046.865,4.4979,0.00399959,-0.00506053,-0.00455696,-0.0507273,-0.10025398,-0.10427835,72369384896.65572,5.8361,79657305494.46,2022-06-07T18:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-06-07 19:38:48.029184
3,3408,USD Coin,USDC,usd-coin,4309,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,53761044080.00775,53761044080.00775,,4,,,2022-06-07T18:37:00.000Z,1.0004226868305184,4902090840.336012,7.3476,0.0227617,0.05555969,0.02563217,0.00143432,0.05548843,0.06385355,53783768165.33529,4.3373,53783768165.34,2022-06-07T18:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-06-07 19:38:48.029184
4,1839,BNB,BNB,bnb,941,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",165116760.0,163276974.63,163276974.63,,5,,,2022-06-07T18:37:00.000Z,287.0937756821266,1720193580.7981007,44.3281,1.19001786,-4.76850311,-10.69709165,-19.82834815,-32.53615748,-27.13999673,46875803128.48149,3.7801,47403994056.8,2022-06-07T18:37:00.000Z,,,,,,2022-06-07 19:38:48.029184
5,2010,Cardano,ADA,cardano,453,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33739028515.755,34277702081.605,,6,,,2022-06-07T18:37:00.000Z,0.6227221052179973,1301309495.4513588,-0.7285,1.42166408,4.05006568,2.50613557,-17.26741742,-40.91189762,-26.25398363,21010038865.340996,1.6943,28022494734.81,2022-06-07T18:37:00.000Z,1839.0,BNB,BNB,bnb,0x3ee2200efb3400fabb9aacf31297cbdd1d435d47,2022-06-07 19:38:48.029184
6,52,XRP,XRP,xrp,734,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,7,,,2022-06-07T18:38:00.000Z,0.40086814245580366,1311470811.2328908,11.7157,1.27829499,0.86617631,-3.86812846,-29.98724144,-47.0883752,-47.4455628,19379209177.39433,1.5628,40086814245.58,2022-06-07T18:38:00.000Z,1839.0,BNB,BNB,bnb,0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe,2022-06-07 19:38:48.029184
